frame,F1,F2,F3,F4,F5,F6,F7,blink
6361,0.6197205259157327,0.6619994485155322,0.6270874859467639,0.643689714300838,0.6192906492652264,0.6113211294655498,0.5778597161666511,0.0
3442,0.6284161660534998,0.629108186242763,0.6415985362973256,0.7157000203075059,0.7411372853623598,0.6821429155540997,0.6428165720091651,0.0
379,0.6670446562233853,0.6912497150128352,0.6667774781580434,0.6667774781580434,0.6841752220217395,0.6839080439563976,0.7094632001050243,0.0
6692,0.5514365446184065,0.5459420016066888,0.5613156495762309,0.5219804620633458,0.5107322829205685,0.5344128981946009,0.5696379136136279,0.0
8397,0.73149117796881,0.7776483589425942,0.8062072653824448,0.8005486172100682,0.802150173186478,0.6863766749273102,0.7470161469660043,0.0
5607,0.6997049531216702,0.6660200008217927,0.7007798237934851,0.6915492478182927,0.6428165720091651,0.6256008308933066,0.6921897476400195,0.0
7606,0.6706260241891498,0.6656516867157669,0.6774052155308533,0.6851684717899379,0.7188436047976385,0.8298438570005264,0.8061554141449657,0.0
8705,0.4332865124808322,0.478298244089009,0.4563005693200887,0.4357904479553993,0.4821844978768214,0.4472298876591783,0.4902325664479412,0.0
5148,0.4621534000129398,0.4612503462888102,0.4743887285850117,0.4637268986641999,0.5402247892663271,0.43757214451095816,0.4995681758958638,0.0
8990,0.4998330934677541,0.4681669457294867,0.4691142622963877,0.4429154186583927,0.4770645723677298,0.4998330934677541,0.4097784226978286,0.0
6865,0.4601112458745143,0.5204230169451389,0.5001914694994809,0.4737660999178795,0.485527062480122,0.4495124745986528,0.4856503481973432,0.0
1831,0.6953281608950905,0.7189286104681747,0.748237917810725,0.7490195730259301,0.7502225662518301,0.748237917810725,0.7255289841766727,0.0
573,0.4229625936715798,0.3990024340675766,0.3854230909180363,0.4497749107561808,0.42445665862260795,0.4219151591949472,0.4359934226854039,0.0
7861,0.7998759620162461,0.7783429054586241,0.8022533445366743,0.7998759620162461,0.7791846903421022,0.8041924942753121,0.7595666334452366,0.0
857,0.7170900066944452,0.7170900066944452,0.7276506661300537,0.7170900066944452,0.7170900066944452,0.6684170410117628,0.7659837080737042,0.0
7377,0.7291606754653972,0.7312211676162395,0.7314882247316381,0.7550169114660268,0.7305021221095603,0.7294267267266227,0.7551064114238578,0.0
1319,0.6927305553809714,0.6679853234063772,0.6435258093166021,0.7167175468048781,0.6676198085317199,0.7178366978452199,0.6991228712111004,0.0
3570,0.7647216594500486,0.7391924124535486,0.7952051977512825,0.7482798111983068,0.7206930808023638,0.7637058589196621,0.7235998365990144,0.0
6639,0.5920627618916355,0.5744463216214353,0.5920627618916355,0.5647438278556162,0.5649919749840159,0.510658006678733,0.5420625187750624,0.0
359,0.6839080439563976,0.7010110070370419,0.6757370661339023,0.6517096415513343,0.6597029851669478,0.6594485298666221,0.6363437093434829,0.0
518,0.6588872439384549,0.6601078119518049,0.6341605517833374,0.6425724193685936,0.6425724193685936,0.6437929873819439,0.6435378975258107,0.0
4279,0.4111948415773378,0.3500594111973269,0.3974556451051717,0.3863761385647005,0.3998900717233941,0.4746505588339322,0.4242763749707164,0.0
1204,0.7170877036098969,0.7491386242927877,0.7667684008702762,0.7180392481167344,0.7357879634794873,0.7180392481167344,0.7009773448339075,0.0
7147,0.7273236329454978,0.7314882247316381,0.7078700380394187,0.734803729317611,0.6887417845017557,0.7754545363944352,0.7311431915364753,0.0
1178,0.7425114849715262,0.7170900066944452,0.7434984227445661,0.7179288230982099,0.7415114712189126,0.7423883371879852,0.7423883371879852,0.0
64,0.5327077764739604,0.6029589078638983,0.5575443078179663,0.6126542419513911,0.5403978494652223,0.5550271903724301,0.3282496848319645,0.0
5951,0.5990306400219251,0.5639215112258366,0.6243776848582191,0.6667388580780942,0.6673984310823978,0.6919232027442115,0.7021381598939177,0.0
6608,0.6124407940619611,0.6015126665524603,0.5797073963238422,0.5450916104312645,0.5088489415297035,0.5575443078179663,0.5606876434709459,0.0
3487,0.7891431239745158,0.7157000203075059,0.7232302570679306,0.7254129102117778,0.6763537990073245,0.7007939549590124,0.7411786435502958,0.0
8335,0.7766492812079341,0.7283934042793644,0.7305021221095603,0.7764704884892429,0.7303097176847125,0.7823882644005302,0.7127846744391813,0.0
6480,0.411298443546683,0.4475220329478784,0.4843304054747955,0.4963888692569904,0.5195315763522221,0.5071435737203761,0.5920247304360582,0.0
4210,0.4899392592666597,0.412908606787508,0.4492521611230649,0.4251651040693221,0.4495503158738556,0.4258700112046156,0.3747344151610492,0.0
6918,0.3102051373198021,0.3121259048073445,0.30967244340548833,0.23572401961515835,0.3114080234517926,0.261011997698443,0.33233597486721245,0.0
381,0.6667774781580434,0.6667774781580434,0.6841752220217395,0.6839080439563976,0.7094632001050243,0.6850268929063849,0.6677302335502443,0.0
380,0.6912497150128352,0.6667774781580434,0.6667774781580434,0.6841752220217395,0.6839080439563976,0.7094632001050243,0.6850268929063849,0.0
4027,0.4110457021732043,0.42387226828474944,0.37246343710108265,0.3835405995400167,0.4388909151489898,0.349704157591652,0.4243495858131695,0.0
2603,0.7294267267266227,0.7314882247316381,0.7301462969444249,0.7517450585673083,0.7275896842067233,0.7293841250963403,0.747833031809648,0.0
4507,0.7202115113101079,0.7215301712391424,0.7235876546385855,0.7054647634584575,0.7213210197491263,0.7211933088310553,0.7222640092808543,0.0
6951,0.2896296587033324,0.2413186279069285,0.2877186837711423,0.26740666306001354,0.337887541403211,0.2909022007833111,0.2313894035022481,0.0
5164,0.437566921336664,0.3752464516240194,0.3625491828032844,0.3863727728298608,0.33687848487696664,0.33514290483066245,0.33687848487696664,0.0
6293,0.7228627377532747,0.7169197819863317,0.6687476167362726,0.7409062255480562,0.6672380365336325,0.7401214848319735,0.6435775633153276,0.0
5160,0.423030355781724,0.46148185282198495,0.3885102502745223,0.4215099303902776,0.437566921336664,0.3752464516240194,0.3625491828032844,0.0
2023,0.6606687578846128,0.6691074971721671,0.6458685510957419,0.6665103000927015,0.6530129015625667,0.7346773970064336,0.7338477893977737,0.0
7488,0.8987724882607157,0.9627902223495456,0.8318327407478997,0.8692981965551464,0.8406068253582031,0.825377477024077,0.8487203107410353,0.0
8237,0.7323841908023108,0.7747329678025854,0.8040893229251158,0.8031032203030379,0.7818333276408422,0.8031032203030379,0.7336803732788179,0.0
6453,0.15184977616111733,0.26781474527652555,0.25718034401566703,0.2219419053887713,0.1943102439626321,0.17432585467195005,0.18063614468907568,0.0
1765,0.6729902813679203,0.6671086426618072,0.6683742451735429,0.6390301408678124,0.6512228538105405,0.6108168088684336,0.6712914570869278,0.0
290,0.6871035298159166,0.7106102885134913,0.7409983508010461,0.6912497150128352,0.692626978634758,0.7596719179956876,0.7350825253682829,0.0
5943,0.5486003249948282,0.5354278756604168,0.5023138992123897,0.5667018383954285,0.5795523539367194,0.5612809899218321,0.5630149160632832,0.0
1525,0.3721549945131771,0.4366933773628027,0.41140539927951775,0.4482014121049207,0.4482014121049207,0.4353741473313571,0.44752986491396596,0.0
8110,0.6365389252640595,0.7233667883937263,0.6907643873197484,0.7479215603639918,0.7305494049816265,0.7295363900377532,0.7461228475883305,0.0
7007,0.6856665038592998,0.631397890600376,0.687927892721417,0.6610387131746981,0.6310224440236375,0.6160946079623449,0.6434722079080278,0.0
2277,0.5027443055990704,0.4440781644339644,0.492035736057896,0.4983216474982438,0.4549973213073965,0.4779758444270048,0.4894160637476369,0.0
3000,0.3762572094327553,0.36114416936099575,0.4251651040693221,0.3985581189269323,0.4479768172225955,0.3993856749051396,0.37261622901101865,0.0
1298,0.7358831562208965,0.7165388367112706,0.7115214018228744,0.7600948095004698,0.675415391758021,0.6752789283355103,0.7175562198972991,0.0
2190,0.6200311388282361,0.5792832970313326,0.5945934238162273,0.5945934238162273,0.6188112053706932,0.5969263183050971,0.43956507540344336,0.0
6265,0.7334407239647259,0.6912785557830389,0.7166492617297949,0.6912405062177307,0.6676198085317199,0.7165388367112706,0.6523477668749958,0.0
2644,0.7799829459519408,0.7540171971377919,0.7314882247316381,0.7130507257004067,0.7131683094615145,0.7592890147378707,0.7607422829524665,0.0
6124,0.7343641013522889,0.7336174102015144,0.7091959456770469,0.7431252424260931,0.7409062255480562,0.7176666449158233,0.7599331238810829,0.0
4123,0.3619166244749251,0.3496901381184528,0.4380422811317374,0.3749221073221575,0.43651948686003134,0.3863942310671975,0.4272523617855173,0.0
4314,0.4916407224016086,0.5060083780629971,0.5066760720736566,0.5204209095647083,0.4463746732847225,0.4228291604217233,0.4096975258695679,0.0
6262,0.6606687641667672,0.7164467114582808,0.7164467114582808,0.7334407239647259,0.6912785557830389,0.7166492617297949,0.6912405062177307,0.0
5836,0.7581312978688052,0.7581312978688052,0.7570235153967723,0.7834000323891948,0.6927672835301322,0.7602011269240649,0.7400186073342904,0.0
3936,0.3894494343465878,0.36925974096211706,0.3048417842269157,0.367515791167408,0.2860381281694437,0.2944991163221547,0.4019191075420504,0.0
8703,0.455309618387101,0.3982647784301147,0.4332865124808322,0.478298244089009,0.4563005693200887,0.4357904479553993,0.4821844978768214,0.0
4578,0.7058042265515756,0.7304843208231282,0.7291606754653972,0.7526757504936289,0.7351940085640676,0.7054647634584575,0.7078194491862744,0.0
3740,0.6428165720091651,0.67368360641525,0.716829554479045,0.6924621656422593,0.7157000203075059,0.7159707123427599,0.7166492617297949,0.0
2271,0.4653294200801053,0.4787079093593266,0.4913898850344262,0.5117950096478366,0.4671404410095981,0.4537636495861173,0.5027443055990704,0.0
7470,0.7024278008570951,0.7048322309460653,0.6285645134162995,0.6786541275411435,0.7465702172063542,0.7485437170871854,0.7984757683257508,0.0
7064,0.5776526195517441,0.6262840113221327,0.6257611391227625,0.6122422974003705,0.6270874859467639,0.6040109961801005,0.6039874552322305,0.0
8057,0.7974539263012302,0.8238854473954019,0.7531342061797022,0.7766492812079341,0.7531342061797022,0.7304128293487004,0.7950395737121606,0.0
8034,0.6114364509921436,0.6734858977783897,0.6998761023745236,0.7460725968456006,0.7541802328300676,0.7781210828923737,0.7724535081391576,0.0
2373,0.7779208110863304,0.7840818886512204,0.7988903405372183,0.7322995162363489,0.7293841250963403,0.7871978158417342,0.8011640705644002,0.0
6243,0.6424716785889983,0.7176666449158233,0.6924604396752733,0.6415985362973256,0.7001584912632184,0.6432707194604688,0.6432707194604688,0.0
1017,0.7360225579954676,0.6927282522964229,0.7657504884861958,0.7169291625601534,0.7182000922510262,0.7594027991559996,0.7667684487897871,0.0
4184,0.4113858125158022,0.3750682454477604,0.36114416936099575,0.4389515445979941,0.3765910397194665,0.36114416936099575,0.4364687824804771,0.0
2898,0.24753833738171305,0.2504073617280331,0.2628091589673241,0.2981142935482826,0.32545810767806377,0.2983118188228515,0.3130132459240818,0.0
8538,0.4139721474186803,0.3283532028182492,0.4373338356850235,0.4488739463040327,0.4109019104765653,0.39765920934543214,0.4098826050078117,0.0
5145,0.4838650163883222,0.44818737492477545,0.43689276108221003,0.4621534000129398,0.4612503462888102,0.4743887285850117,0.4637268986641999,0.0
8609,0.5140686586168425,0.4780723718099696,0.5139419999390575,0.515013733096176,0.503007119558301,0.4787822443152391,0.4424758944970614,0.0
4671,0.6676903130912745,0.7531069316952379,0.7225143535037559,0.7235876546385855,0.7202115113101079,0.7202115113101079,0.7215301712391424,0.0
3640,0.7235876546385855,0.7243864866076377,0.740300194925581,0.7961951306767892,0.7950133665549184,0.7235493961708589,0.7463227563290667,0.0
6029,0.75179663704437,0.75179663704437,0.6595392094451051,0.7359497129463917,0.6757493030298539,0.6921897476400197,0.6587198217390553,0.0
2671,0.7151122237054225,0.7313851130676504,0.7379206519971726,0.7376535948817741,0.7389519127079744,0.7625042337665769,0.7368452566142351,0.0
2584,0.7766492812079341,0.7294267267266227,0.711107817310672,0.7379206519971726,0.7379206519971726,0.7011201874002113,0.7502021852455135,0.0
3791,0.47018734476426,0.4729224592226458,0.4864043813595062,0.4506679996619364,0.4742077160050676,0.4599857726046414,0.3862064791582635,0.0
3535,0.6428165720091651,0.6981050709397175,0.7411372853623598,0.6679866254301102,0.7168078027795385,0.7411372853623598,0.7157000203075059,0.0
6319,0.5719850364719788,0.6040797956080345,0.6424716785889983,0.6842196035639097,0.6618893258979631,0.6753557969054694,0.659408204383896,0.0
7641,0.8196528894423438,0.8881910102408064,0.8720953374311088,0.8438190941846695,0.8861324305280869,0.8419549892596964,0.8731111379614952,0.0
4023,0.4218144960273432,0.4110457021732043,0.4839659243112967,0.4241779399461365,0.4110457021732043,0.42387226828474944,0.37246343710108265,0.0
76,0.4379540115907696,0.4344572657045441,0.4473067769455834,0.491848936432133,0.5082368722903867,0.5562312657935675,0.4694519419571612,0.0
1646,0.7268776824111685,0.7823509457385764,0.8271207368334338,0.7291344014123553,0.8444793019698266,0.74524276804729,0.797689610544413,0.0
6034,0.6921897476400197,0.6587198217390553,0.7344562266052791,0.6921897476400197,0.7088872040764851,0.7344562266052791,0.7535570113956629,0.0
1496,0.387914582465114,0.39765353029864176,0.3994366543873777,0.4890560022000325,0.38724170455632856,0.4351705830910966,0.4598463841861487,0.0
8346,0.7496487757313455,0.7467235233706296,0.7602746362168985,0.7067946426564808,0.7539279043769324,0.8234932227122926,0.8001779679423224,0.0
5834,0.7159889836409209,0.7336174102015144,0.7581312978688052,0.7581312978688052,0.7570235153967723,0.7834000323891948,0.6927672835301322,0.0
2744,0.7752979309297645,0.7294267267266227,0.8040893229251158,0.7057192472735432,0.7940599087286243,0.7785319864942585,0.7283985036173124,0.0
9068,0.7186660011890191,0.7867450657720525,0.7215838030743353,0.7592183561327533,0.7008415747689035,0.7137172195363359,0.6803153138899626,0.0
2167,0.5373749545704896,0.4968646820361866,0.5455674232104608,0.507571285660158,0.522002505521207,0.4948758686243284,0.5192973331487958,0.0
61,0.5877943826484546,0.6027275589410936,0.5556518311965457,0.5327077764739604,0.6029589078638983,0.5575443078179663,0.6126542419513911,0.0
6789,0.2715917090018461,0.33867564614584783,0.3741398153734267,0.4854324012996453,0.5358126989027984,0.5596868390977405,0.5630148873173141,0.0
8557,0.5933734903586846,0.6701494127333607,0.6851624263004608,0.7265122543066207,0.7667678716722246,0.7254948711205923,0.7490411956429728,0.0
7206,0.7616362490406949,0.7115265884145613,0.7275896842067233,0.7510195449524371,0.7776442128474932,0.7392726465908627,0.7473071023867663,0.0
2912,0.34872745840086505,0.3130132459240818,0.3367425479858312,0.3480039230113072,0.3367425479858312,0.3625379494027489,0.33847812803213545,0.0
5090,0.3634662667495351,0.3494862988374453,0.3999437441638174,0.3375913237579141,0.3869440439754712,0.33579516008071064,0.3402137080784397,0.0
9108,0.759271984640186,0.7364296260713624,0.7730399642971465,0.7730893507465258,0.8208690341792743,0.768957569059245,0.7508078294082727,0.0
5457,0.7775501889733109,0.7537544451235239,0.7868884198659066,0.7711830374604052,0.7776396889311421,0.7654523207038513,0.7313851130676504,0.0
94,0.5278241096378731,0.5560611048702948,0.5651861907204427,0.5319048075816594,0.5417083344433297,0.4942636087395128,0.5629096401338418,0.0
5824,0.7567159072559936,0.7391924124535486,0.7555713594672757,0.8042105442515989,0.76320648028123,0.7391924124535486,0.7414079773976135,0.0
1658,0.7452973772658215,0.7808210891876088,0.7351553485750421,0.8208490801745497,0.7977488163241535,0.7574516994130721,0.7722310130341434,0.0
7312,0.6898171798846937,0.7060329955195196,0.7114910149044645,0.7754409705742478,0.7381308247608674,0.7578305784276856,0.7585385811993477,0.0
8645,0.6847069179856368,0.6356258345452153,0.6558711026009691,0.6672692547214527,0.6480175882027818,0.6356258345452153,0.6502966271415699,0.0
7790,0.5464747423759989,0.535241815593804,0.5076907264242394,0.5479093091986583,0.5371001273580676,0.4744552068542869,0.5513647116875974,0.0
6204,0.7176483451502893,0.716829554479045,0.7420157339870744,0.7164467114582808,0.7168078027795385,0.7179173112185571,0.7168078027795385,0.0
6059,0.7104139813888869,0.7083359193637105,0.6924983174618643,0.7337276634413216,0.7164467114582808,0.7157000203075059,0.7355840348098317,0.0
3615,0.7312831527921804,0.7086621114570557,0.7058042265515756,0.7969757010153421,0.7767696819071284,0.7055267486343988,0.7233222390095772,0.0
2605,0.7301462969444249,0.7517450585673083,0.7275896842067233,0.7293841250963403,0.747833031809648,0.7785319864942585,0.7304128293487004,0.0
7290,0.8137706006096109,0.7946981124886371,0.7967145734093254,0.7723409107011648,0.8107893944765097,0.7693459949405059,0.8001779679423224,0.0
6687,0.5778106973248907,0.6209790886254083,0.5875795705913487,0.6035035021930326,0.5659918589984251,0.5514365446184065,0.5459420016066888,0.0
6295,0.6687476167362726,0.7409062255480562,0.6672380365336325,0.7401214848319735,0.6435775633153276,0.761927878102403,0.7421078592400645,0.0
5454,0.7067993375896198,0.8011683756655305,0.7551064114238578,0.7775501889733109,0.7537544451235239,0.7868884198659066,0.7711830374604052,0.0
4313,0.4477293668513589,0.4916407224016086,0.5060083780629971,0.5066760720736566,0.5204209095647083,0.4463746732847225,0.4228291604217233,0.0
6129,0.7176666449158233,0.7599331238810829,0.7262913588364928,0.7653657396378317,0.7175562198972991,0.7187761533548417,0.7166492617297949,0.0
4995,0.5887389545233763,0.6302375361090289,0.6752808503790199,0.6384665521470337,0.70919368339715,0.6925854980244522,0.7067884088161892,0.0
8999,0.4362741079792665,0.4444452253400474,0.455309618387101,0.4127333219598472,0.4211361423018963,0.43626439359460295,0.4930566966738034,0.0
8635,0.3789900967195052,0.4005512530601911,0.38110535498482384,0.3122402291160782,0.3467557757180398,0.38525905821766,0.3809559935033609,0.0
7350,0.7575529597203199,0.7593022174014141,0.7530869863545216,0.7578305784276856,0.8213540890211606,0.7802890293443155,0.7764401578734634,0.0
7413,0.8018715921930124,0.7535833958928926,0.7820296584054666,0.7741812339456057,0.7782649293788597,0.7289798384866897,0.6872793836931489,0.0
2052,0.6858692232800612,0.7165388367112706,0.734773070664316,0.7100336557441825,0.7100336557441825,0.7355747747126637,0.6941698720888079,0.0
2704,0.7262565418982888,0.7747329678025854,0.7786214864520897,0.8011640705644002,0.7940599087286243,0.7110662894363955,0.7367749722756669,0.0
200,0.7000085569571419,0.7236343179362171,0.6992128534117498,0.7721072937176018,0.7718929465813615,0.7281599061744046,0.8139864070241971,0.0
6526,0.5816161915202022,0.5330425191769518,0.549496743801276,0.6350262598481281,0.5957063848475543,0.6200311388282358,0.5735910311484684,0.0
4221,0.3974289354163165,0.4098826050078117,0.4219151591949472,0.4244878065961244,0.3992250990935201,0.3504733809644445,0.37299613101539614,0.0
4643,0.7470161469660043,0.7695494244732887,0.6747498253520624,0.67368360641525,0.6755559484215503,0.7438154892671911,0.6759703933654128,0.0
4135,0.36030067043245584,0.3602735939916702,0.3019757503087158,0.3624913032717341,0.38709369698391854,0.3608737827923375,0.3732135186337228,0.0
9014,0.7334071023662101,0.7318062348821031,0.7281427129715692,0.7177620057226956,0.7033821994614307,0.7246077866983742,0.8023268521285433,0.0
5394,0.7607422829524665,0.7358723566557006,0.7782649293788597,0.7782649293788597,0.7132402725855589,0.691494037013203,0.7067946426564808,0.0
7704,0.6016902801628079,0.5581169216945523,0.5025956485225637,0.4491042374884544,0.508425438401072,0.5142175514782223,0.4618276349670588,0.0
7594,0.6806954098310611,0.6592292047740215,0.6346175961890143,0.6358356319008541,0.6405279350133337,0.6416761078176427,0.6353454244464097,0.0
2909,0.3516187605272548,0.33694006609954363,0.32407710283584545,0.34872745840086505,0.3130132459240818,0.3367425479858312,0.3480039230113072,0.0
3420,0.6989007744851099,0.6989007744851099,0.699975645156924,0.6931761980644858,0.6428165720091651,0.7000085569571419,0.7000154625113255,0.0
6413,0.6063256570357068,0.6474458538947673,0.7264403172273856,0.6047518447799852,0.6159927306911075,0.6987612053418311,0.6840551461566846,0.0
2564,0.7470161469660043,0.7481262325225849,0.734803729317611,0.7294267267266227,0.7291606754653972,0.7539279043769324,0.7281788779444496,0.0
1160,0.7180392481167344,0.7411390113293457,0.7599812792266059,0.7425295748338472,0.7656583632332061,0.790210579693534,0.7423883371879852,0.0
280,0.6607097834804174,0.6667902009230596,0.7154293282722521,0.6594485298666221,0.676017809736809,0.6607097834804174,0.7022722606508369,0.0
4030,0.3835405995400167,0.4388909151489898,0.349704157591652,0.4243495858131695,0.4213063661500172,0.4625313621666242,0.4587586596883087,0.0
1460,0.6353804852408801,0.6667774781580434,0.659867053836265,0.6598270683488984,0.6769842825675523,0.6690029610656638,0.6851010092520378,0.0
1327,0.7170392343641208,0.6762656982781267,0.6678875637146245,0.7007252123679022,0.6923470778043997,0.668256015441631,0.6927282522964229,0.0
5876,0.8310205148339073,0.8272122871585139,0.7374586689327612,0.7820875276464317,0.7890511420328694,0.7399529626698749,0.7570235153967723,0.0
1667,0.7561572841664125,0.7584008690569858,0.7293784194259844,0.7560503065088551,0.7321815017043647,0.7992560106449217,0.7575694916876776,0.0
7228,0.6293397281701401,0.6804640007617759,0.6839494570839513,0.6822218319281942,0.6815393961447138,0.6565136049397515,0.6491424078471808,0.0
772,0.5265982413484084,0.4738797759179101,0.4603048406953528,0.4227028763194561,0.3733305549062454,0.3608641806205948,0.34688105361003746,0.0
5677,0.6443802278994871,0.6350997416379736,0.6819328166137469,0.6920793226214952,0.6904414653462602,0.6677302335502443,0.6668588172255573,0.0
1195,0.765891726132058,0.7423883371879852,0.7415114712189126,0.7170900066944452,0.7610619043826268,0.7170900066944452,0.7866805929051152,0.0
3565,0.7392843943951949,0.6504801776026222,0.6671277832938255,0.740300194925581,0.740300194925581,0.7647216594500486,0.7391924124535486,0.0
2016,0.7103287373698366,0.7157000203075059,0.7356396215016549,0.6530129015625667,0.6679974116155861,0.7358831562208965,0.645373609850368,0.0
8304,0.7222640092808543,0.7529418017548546,0.7525085252210779,0.7399621714649793,0.7486394289700062,0.7741812339456057,0.7294267267266227,0.0
3812,0.6335648586472523,0.6504918574006616,0.6574789373606533,0.5548035127873598,0.6164819064344388,0.624446642593942,0.5699248719524359,0.0
7211,0.7392726465908627,0.7473071023867663,0.7275896842067233,0.721760900454237,0.7824997859293653,0.7458128653938111,0.7294823654824898,0.0
8139,0.7199537005640971,0.739756379096348,0.7418876497694282,0.7709615323058487,0.7236942990616461,0.7003321477634352,0.7070956131870486,0.0
3295,0.6903300109108925,0.6819673481131088,0.7235768173317735,0.6566203504268886,0.6763610273462919,0.7030444809711499,0.7233735177198728,0.0
230,0.6923470778043997,0.7276217627456392,0.7403622879047039,0.7492364636297522,0.7834569607986803,0.6766302041100486,0.7596719179956876,0.0
7374,0.802150173186478,0.7786214864520897,0.7764704884892429,0.7291606754653972,0.7312211676162395,0.7314882247316381,0.7550169114660268,0.0
4306,0.5224626026873216,0.4860341367683224,0.5060083780629971,0.4463746732847225,0.4710504743797748,0.4968164957359795,0.545432663101367,0.0
5345,0.38485234743841457,0.43585762055528776,0.3640648019229941,0.4213063661500172,0.4253871449929304,0.4628609219850001,0.4359106938151014,0.0
5017,0.7891536168725883,0.7551494380063154,0.7394001705515836,0.7370282939228716,0.7643707420365715,0.7779888632763282,0.7325188437633297,0.0
6559,0.566189547018212,0.5099533841048255,0.5255651066257749,0.5503331343358698,0.5356734516953178,0.5504723815433505,0.5853662866450589,0.0
7182,0.7376909573314516,0.7561660858425786,0.7314882247316381,0.7783429054586241,0.7340548321910348,0.7561660858425786,0.7294267267266227,0.0
6696,0.5107322829205685,0.5344128981946009,0.5696379136136279,0.6266604927983679,0.5514365446184065,0.5780552860492869,0.5359973061836282,0.0
1693,0.7331415459428003,0.7545518999357437,0.7325188437633297,0.7425090418813093,0.7275482688135636,0.7287301171429358,0.7342685203680323,0.0
4334,0.44712057380642894,0.3869768733423608,0.3354790782229416,0.4481010317966891,0.5073630716296335,0.5887171393223447,0.6508213362892444,0.0
1855,0.7725284570836001,0.7254129102117778,0.7756073382746441,0.7009773448339075,0.7021789785259155,0.7423883371879852,0.7442025513713142,0.0
7693,0.6177683325350132,0.6597165858921288,0.6903999018110402,0.7329614216442231,0.7407306060131839,0.7347367045531997,0.6912802817500244,0.0
945,0.7170900066944452,0.7190389086547908,0.7414194892772664,0.7423883371879852,0.6935670112619425,0.7168095287465246,0.7170900066944452,0.0
5158,0.4482014121049207,0.4621534000129398,0.423030355781724,0.46148185282198495,0.3885102502745223,0.4215099303902776,0.437566921336664,0.0
7054,0.5591728755213534,0.5290938417561055,0.5428811332649269,0.5576442750712803,0.559328777435557,0.5864517871914321,0.5815237015407216,0.0
836,0.6670904096627974,0.7529411848330878,0.7117406683450499,0.6657598729346041,0.6923500146567492,0.6916687098532043,0.7168095287465246,0.0
8801,0.4922262980154344,0.5034823677307638,0.4922262980154344,0.5152048211350426,0.5406829222621379,0.5373015329515957,0.5257908152115509,0.0
4079,0.4228267915414636,0.44887876868290055,0.4106367529119619,0.4377747400941502,0.4504496542706616,0.44887876868290055,0.4243495858131695,0.0
2985,0.35027490107127396,0.3354790782229416,0.3372752419001449,0.362326517777341,0.36075301912608093,0.4221187234352076,0.3390135260457981,0.0
8906,0.5320247292724103,0.5055909092420977,0.5700502262956959,0.5001061487236679,0.4868987108366336,0.5192474571071706,0.4857989839322064,0.0
6432,0.07868444713015148,0.15605250396368894,0.12356170120051822,0.20828124303466933,0.15562863095207954,0.1717910563276119,0.16964215039573327,0.0
