frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
16,0.6358126338121383,0.5238438767265977,0.0,0.4973966507940158,0.36687868672918705,0.7684427341387995,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0
17,0.5238438767265977,0.0,0.4973966507940158,0.36687868672918705,0.7684427341387995,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0
18,0.0,0.4973966507940158,0.36687868672918705,0.7684427341387995,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0
19,0.4973966507940158,0.36687868672918705,0.7684427341387995,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0
20,0.36687868672918705,0.7684427341387995,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0
21,0.7684427341387995,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.6101671778608752,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.5377864326389306,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.4590086054167243,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.8330813700629753,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.8806374391389239,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.8980648280828322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.0
71,0.0,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.0
72,0.0,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.0
73,0.0,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.0
74,0.0,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.0
75,0.0,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.0
76,0.5181611931619027,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.0
77,0.5882767187167312,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.0
78,0.7234476308840935,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.0
79,0.6108544973444302,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.0
80,0.6456667477844067,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.0
81,0.648579510153207,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.0
82,0.669509946470566,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.0
83,0.648579510153207,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.0
84,0.6530124139936664,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.0
85,0.7032741256073157,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.0
86,0.648579510153207,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.0
87,0.7032741256073157,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.0
88,0.7031261524839025,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.0
89,0.685116266594471,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.0
90,0.6500861181259948,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.0
91,0.6319360471722772,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.0
92,0.6319360471722772,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.0
93,0.6500861181259948,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.0
94,0.6500861181259948,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.0
95,0.6154569246248907,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.0
96,0.6408198858095934,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.0
97,0.6436176677421778,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.0
98,0.6305618362046487,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.0
99,0.6276490738358481,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.0
100,0.6317010633787877,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.0
101,0.6401537680778909,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.0
102,0.6406913718745062,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.0
103,0.6931215849437293,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.0
104,0.7369798873464383,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.0
105,0.7714492420777558,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.0
106,0.7658337758906363,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.0
107,0.7803218315932902,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.0
108,0.789074813206572,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.0
109,0.7459018630885286,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.0
110,0.7820710272568475,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.0
111,0.7813602328534494,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.0
112,0.7804631408960248,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.0
113,0.7819667476914697,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.0
114,0.7548261095555867,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.0
115,0.8279356981407748,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.0
116,0.8264365648421607,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.0
117,0.7914698120165676,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.0
118,0.8120889495703892,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.0
119,0.754990660947829,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.0
120,0.7564885678004002,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.0
121,0.6753737077208878,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.0
122,0.4312068307696214,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.0
123,0.3592483599247898,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.0
124,0.3196289403751466,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.0
125,0.36880574558819124,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.0
126,0.444953071844238,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.0
127,0.5377283216965154,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.0
128,0.614050770228878,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.0
129,0.609860580367301,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.0
130,0.6058450388982067,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.0
131,0.6058141192809656,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.0
132,0.6056998846719991,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.0
133,0.5808053921674715,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.0
134,0.6141981801144738,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.0
135,0.6058141192809656,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.0
136,0.6150458100186196,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.0
137,0.5941459075343466,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.0
138,0.6126926780914079,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.0
139,0.5976703078426164,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.0
140,0.6058141192809656,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.5917606212895903,0.0
141,0.6058141192809656,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.5917606212895903,0.6071060390680119,0.0
142,0.5904780142282057,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.5917606212895903,0.6071060390680119,0.5881106797692282,0.0
143,0.6216890203004649,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.5917606212895903,0.6071060390680119,0.5881106797692282,0.6087404151486369,0.0
144,0.6126926780914079,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.5917606212895903,0.6071060390680119,0.5881106797692282,0.6087404151486369,0.6333422015682898,0.0
145,0.6126926780914079,0.5965810622411934,0.5995396805181742,0.6056998846719991,0.6088980712757013,0.5736868179889951,0.6166138740724951,0.5917606212895903,0.6071060390680119,0.5881106797692282,0.6087404151486369,0.6333422015682898,0.6126926780914079,0.0
