frame,ear,tag,mov_ear_3,mov_ear_5,mov_ear_7
222,0.24985811945356357,0,0.0,0.0,0.0
223,0.24169188629029803,0,0.0,0.0,0.0
224,0.2395905090580303,0,0.0,0.0,0.0
225,0.2266027257420826,0,0.0,0.0,0.0
226,0.22680764329909192,0,0.0,0.0,0.0
227,0.22630484527214742,0,0.0,0.0,0.0
228,0.2313870888782092,0,0.0,0.0,0.0
229,0.23538427955330218,0,0.0,0.0,0.0
230,0.24289662701631562,0,0.0,0.0,0.0
231,0.24727174655729028,0,0.0,0.0,0.0
232,0.23215877632737336,0,0.0,0.0,0.0
233,0.23827492590151528,0,0.0,0.0,0.0
234,0.2425925977929495,0,0.0,0.0,0.0
235,0.24248401980293077,0,0.0,0.0,0.0
236,0.24117599844361318,0,0.0,0.0,0.0
237,0.24508496569277008,0,0.0,0.0,0.0
238,0.24367490778513234,0,0.0,0.0,0.0
239,0.24483195772969257,0,0.0,0.0,0.0
240,0.2542658227204469,0,0.0,0.0,0.0
241,0.24801708497245323,0,0.0,0.0,0.0
242,0.23827492590151528,0,0.0,0.0,0.0
243,0.23202912786640117,0,0.0,0.0,0.0
244,0.24664655406738567,0,0.0,0.0,0.0
245,0.23943106578981627,0,0.0,0.0,0.0
246,0.26106008027842764,0,0.0,0.0,0.0
247,0.2542658227204469,0,0.0,0.0,0.0
248,0.24192676575827704,0,0.0,0.0,0.0
249,0.23727683354856027,0,0.0,0.0,0.0
250,0.2424755515594058,0,0.0,0.0,0.0
251,0.26712676921619505,0,0.0,0.0,0.0
252,0.25999164688957155,0,0.0,0.0,0.0
253,0.24986331540298118,0,0.0,0.0,0.0
254,0.2623756808940476,0,0.0,0.0,0.0
255,0.23912115633387993,0,0.0,0.0,0.0
256,0.22964457447083153,0,0.0,0.0,0.0
257,0.23998831983447003,0,0.0,0.0,0.0
258,0.228311972695609,0,0.0,0.0,0.0
259,0.2509652162810268,0,0.0,0.0,0.0
260,0.24169188629029803,0,0.0,0.0,0.0
261,0.2324385629229527,0,0.0,0.0,0.0
262,0.2290640098449423,0,0.0,0.0,0.0
263,0.22801932509141892,0,0.0,0.0,0.0
264,0.23212705541618628,0,0.0,0.0,0.0
265,0.21992887185942334,0,0.0,0.0,0.0
266,0.21154614100944305,0,0.0,0.0,0.0
267,0.22280845595339271,0,0.0,0.0,0.0
268,0.22006599457546092,0,0.0,0.0,0.0
269,0.21854640071324943,0,0.0,0.0,0.0
270,0.23487453816726372,0,0.0,0.0,0.0
271,0.253934885400537,0,0.0,0.0,0.0
272,0.2516793793918888,0,0.0,0.0,0.0
273,0.2559200768920158,0,0.0,0.0,0.0
274,0.2578585777209087,0,0.0,0.0,0.0
275,0.2610497575172164,0,0.0,0.0,0.0
276,0.2816909240442846,0,0.0,0.0,0.0
277,0.2750706649720601,0,0.0,0.0,0.0
278,0.2830872030889258,0,0.0,0.0,0.0
279,0.2819382305886756,0,0.0,0.0,0.0
280,0.26080788488821044,0,0.0,0.0,0.0
281,0.2790125038032766,0,0.0,0.0,0.0
282,0.28734850787055155,0,0.0,0.0,0.0
283,0.2781526779789357,0,0.0,0.0,0.0
284,0.26432508334312854,0,0.0,0.0,0.0
285,0.2716438185934009,0,0.0,0.0,0.0
286,0.23969152525085158,0,0.0,0.0,0.0
287,0.22877720185434897,0,0.0,0.0,0.0
288,0.22254320038037512,0,0.0,0.0,0.0
289,0.219601235549566,0,0.0,0.0,0.0
290,0.21816240536664738,0,0.0,0.0,0.0
291,0.20801994996367248,0,0.0,0.0,0.0
292,0.21685406857496758,0,0.0,0.0,0.0
293,0.21244089969378696,0,0.0,0.0,0.0
294,0.19111136478031415,0,0.0,0.0,0.0
295,0.20494426081678457,0,0.0,0.0,0.0
296,0.2027997440243188,0,0.0,0.0,0.0
297,0.20162310339212114,0,0.0,0.0,0.0
298,0.19795952164537128,0,0.0,0.0,0.0
299,0.19568444025682297,0,0.0,0.0,0.0
300,0.17746161847180572,0,0.0,0.0,0.0
301,0.17431798925911343,0,0.0,0.0,0.0
302,0.1801539829807302,0,0.0,0.0,0.0
303,0.19970732088225673,0,0.0,0.0,0.0
304,0.18894493874242846,0,0.0,0.0,0.0
305,0.19432007990424632,0,0.0,0.0,0.0
306,0.19140165480584995,0,0.0,0.0,0.0
307,0.2077055059216883,0,0.0,0.0,0.0
308,0.20088612859079696,0,0.0,0.0,0.0
309,0.15268200409634705,0,0.0,0.0,0.0
310,0.10433692367346994,0,0.0,0.0,0.0
311,0.10342517034462673,0,0.0,0.0,0.0
312,0.142859404817299,0,0.0,0.0,0.0
313,0.19147558525545694,0,0.0,0.0,0.0
314,0.23834465002058172,0,0.0,0.0,0.0
315,0.26537572031116635,0,0.0,0.0,0.0
316,0.25881575721196165,0,0.0,0.0,0.0
317,0.2698400386856653,0,0.0,0.0,0.0
318,0.2695703382406467,0,0.0,0.0,0.0
319,0.26454206393898566,0,0.0,0.0,0.0
320,0.26677688773538066,0,0.0,0.0,0.0
321,0.2679939987415675,0,0.0,0.0,0.0
322,0.2588217567250862,0,0.0,0.0,0.0
323,0.2888654625436552,0,0.0,0.0,0.0
324,0.2703152333025089,0,0.0,0.0,0.0
325,0.28906058460077777,0,0.0,0.0,0.0
326,0.2760559201121674,0,0.0,0.0,0.0
327,0.2770480778155299,0,0.0,0.0,0.0
328,0.2879365025163547,0,0.0,0.0,0.0
329,0.26473721059763655,0,0.0,0.0,0.0
330,0.2799201749637092,0,0.0,0.0,0.0
331,0.28581621141979696,0,0.0,0.0,0.0
332,0.2743093974947072,0,0.0,0.0,0.0
333,0.2798894017932523,0,0.0,0.0,0.0
334,0.2534147223740624,0,0.0,0.0,0.0
335,0.2731461933928635,0,0.0,0.0,0.0
336,0.26838785535449394,0,0.0,0.0,0.0
337,0.2761254121538236,0,0.0,0.0,0.0
338,0.2769845724284271,0,0.0,0.0,0.0
339,0.2574037654578921,0,0.0,0.0,0.0
340,0.27414090138076475,0,0.0,0.0,0.0
341,0.2803997167088834,0,0.0,0.0,0.0
342,0.2852523825912241,0,0.0,0.0,0.0
343,0.281139807588024,0,0.0,0.0,0.0
344,0.28128832537389425,0,0.0,0.0,0.0
345,0.276482368497312,0,0.0,0.0,0.0
346,0.2764525271790532,0,0.0,0.0,0.0
347,0.2975031457882134,0,0.0,0.0,0.0
348,0.27460787654197505,0,0.0,0.0,0.0
349,0.2812578293289447,0,0.0,0.0,0.0
350,0.29783124792562155,0,0.0,0.0,0.0
351,0.3072411710755236,0,0.0,0.0,0.0
352,0.2999697396572516,0,0.0,0.0,0.0
353,0.2857895327573976,0,0.0,0.0,0.0
354,0.2916768062513987,0,0.0,0.0,0.0
355,0.29300145936238997,0,0.0,0.0,0.0
356,0.29545900828389693,0,0.0,0.0,0.0
357,0.3151694500382317,0,0.0,0.0,0.0
358,0.3011834744359912,0,0.0,0.0,0.0
359,0.29691176002009445,0,0.0,0.0,0.0
360,0.28152446124428,0,0.0,0.0,0.0
361,0.29506399377693515,0,0.0,0.0,0.0
362,0.2816774335545559,0,0.0,0.0,0.0
363,0.30091848421422945,0,0.0,0.0,0.0
364,0.30067979127569155,0,0.0,0.0,0.0
365,0.28739610311757846,0,0.0,0.0,0.0
366,0.3014501063513264,0,0.0,0.0,0.0
367,0.28779691421361187,0,0.0,0.0,0.0
368,0.28192938955019853,0,0.0,0.0,0.0
369,0.29355948324699516,0,0.0,0.0,0.0
370,0.2704186960963133,0,0.0,0.0,0.0
371,0.2768378235487119,0,0.0,0.0,0.0
372,0.27580990889114254,0,0.0,0.0,0.0
373,0.2733121825230709,0,0.0,0.0,0.0
374,0.27580990889114254,0,0.0,0.0,0.0
375,0.28865373736667876,0,0.0,0.0,0.0
376,0.2853247515564541,0,0.0,0.0,0.0
377,0.2730406815967273,0,0.0,0.0,0.0
378,0.2771285992999123,0,0.0,0.0,0.0
379,0.27359568888049124,0,0.0,0.0,0.0
380,0.29640778125123945,0,0.0,0.0,0.0
381,0.27916016225578333,0,0.0,0.0,0.0
382,0.27886938650458293,0,0.0,0.0,0.0
383,0.2948695343494355,0,0.0,0.0,0.0
384,0.29709553871776306,0,0.0,0.0,0.0
385,0.27819315652627885,0,0.0,0.0,0.0
386,0.28872193618473085,0,0.0,0.0,0.0
387,0.28960778727837566,0,0.0,0.0,0.0
388,0.28501073510510877,0,0.0,0.0,0.0
389,0.2973373205898373,0,0.0,0.0,0.0
390,0.2986531100635216,0,0.0,0.0,0.0
391,0.2790121127432459,0,0.0,0.0,0.0
392,0.2882890968696059,0,0.0,0.0,0.0
393,0.2668632615037556,0,0.0,0.0,0.0
394,0.2781978112366914,0,0.0,0.0,0.0
395,0.27286931309699514,0,0.0,0.0,0.0
396,0.29229730558952516,0,0.0,0.0,0.0
397,0.28071506076201236,0,0.0,0.0,0.0
398,0.2676448015738384,0,0.0,0.0,0.0
399,0.2853247515564541,0,0.0,0.0,0.0
400,0.2771285992999123,0,0.0,0.0,0.0
401,0.2809175155006378,0,0.0,0.0,0.0
402,0.27551913313994214,0,0.0,0.0,0.0
403,0.2879827343347822,0,0.0,0.0,0.0
404,0.2637024419854669,0,0.0,0.0,0.0
405,0.14586338321255066,0,0.0,0.0,0.0
406,0.11132463381922944,half,0.0,0.0,0.0
407,0.11806830150505476,close,0.0,0.0,0.0
408,0.1311332912183482,close,0.0,0.0,0.0
409,0.17846737901736914,half,0.0,0.0,0.0
410,0.2221872866042816,half,0.0,0.0,0.0
411,0.2271122804821601,half,0.0,0.0,0.0
412,0.22762583938882197,half,0.0,0.0,0.0
413,0.22231875482051858,half,0.0,0.0,0.0
414,0.24512038147475307,0,0.0,0.0,0.0
415,0.23679647138863297,0,0.0,0.0,0.0
416,0.26910887672968575,0,0.0,0.0,0.0
417,0.25503921097588833,0,0.0,0.0,0.0
418,0.25892328153621014,0,0.0,0.0,0.0
419,0.2527911929200471,0,0.0,0.0,0.0
420,0.2790747515564541,0,0.0,0.0,0.0
421,0.2586598143303821,0,0.0,0.0,0.0
422,0.2704716596938752,0,0.0,0.0,0.0
423,0.2733121825230709,0,0.0,0.0,0.0
424,0.28836296161547836,0,0.0,0.0,0.0
425,0.2751834890686855,0,0.0,0.0,0.0
426,0.27050568292095295,0,0.0,0.0,0.0
427,0.2639311801545987,0,0.0,0.0,0.0
428,0.2626130982760835,0,0.0,0.0,0.0
429,0.249735567587519,0,0.0,0.0,0.0
430,0.2689334890686855,0,0.0,0.0,0.0
431,0.250074117856839,0,0.0,0.0,0.0
432,0.25422683997565,0,0.0,0.0,0.0
433,0.2676448015738384,0,0.0,0.0,0.0
434,0.27668716065080157,0,0.0,0.0,0.0
435,0.26429114303725304,0,0.0,0.0,0.0
436,0.27042756713845545,0,0.0,0.0,0.0
437,0.26139480157383843,0,0.0,0.0,0.0
438,0.26639703015345695,0,0.0,0.0,0.0
439,0.26429114303725304,0,0.0,0.0,0.0
440,0.2639213975367628,0,0.0,0.0,0.0
441,0.27099246264380694,0,0.0,0.0,0.0
442,0.2646263079729617,0,0.0,0.0,0.0
443,0.27195054349541803,0,0.0,0.0,0.0
444,0.26758603225884625,0,0.0,0.0,0.0
445,0.26626734185007656,0,0.0,0.0,0.0
446,0.2790747515564541,0,0.0,0.0,0.0
447,0.2704626457478408,0,0.0,0.0,0.0
448,0.27611631135876524,0,0.0,0.0,0.0
449,0.2755165859980546,0,0.0,0.0,0.0
450,0.28835363532150016,0,0.0,0.0,0.0
451,0.2714697448047824,0,0.0,0.0,0.0
452,0.26615047509232215,0,0.0,0.0,0.0
453,0.2676050239224895,0,0.0,0.0,0.0
454,0.2727366031573508,0,0.0,0.0,0.0
455,0.2661496845891229,0,0.0,0.0,0.0
456,0.2700105323495756,0,0.0,0.0,0.0
457,0.24624659339589022,0,0.0,0.0,0.0
458,0.25931394573981115,0,0.0,0.0,0.0
459,0.24512038147475307,0,0.0,0.0,0.0
460,0.26710514439938327,0,0.0,0.0,0.0
461,0.28333810262310066,0,0.0,0.0,0.0
462,0.28494872421657513,0,0.0,0.0,0.0
463,0.2797771666103398,0,0.0,0.0,0.0
464,0.2564641322987685,0,0.0,0.0,0.0
465,0.2649098143303821,0,0.0,0.0,0.0
466,0.26510112116693263,0,0.0,0.0,0.0
467,0.24997140257338243,0,0.0,0.0,0.0
468,0.26514108636271155,0,0.0,0.0,0.0
469,0.24401868791887127,0,0.0,0.0,0.0
470,0.23267586157627157,0,0.0,0.0,0.0
471,0.26862421628957056,0,0.0,0.0,0.0
472,0.2613360322588463,0,0.0,0.0,0.0
473,0.2708192864493296,0,0.0,0.0,0.0
474,0.26319581064126185,0,0.0,0.0,0.0
475,0.26799480509857804,0,0.0,0.0,0.0
476,0.274562493657565,0,0.0,0.0,0.0
477,0.22636258382652463,0,0.0,0.0,0.0
478,0.2324148846327796,0,0.0,0.0,0.0
479,0.2368008789026385,0,0.0,0.0,0.0
480,0.22089084572881018,0,0.0,0.0,0.0
481,0.24477382470087744,0,0.0,0.0,0.0
482,0.22695055963992566,0,0.0,0.0,0.0
483,0.2345090274855386,0,0.0,0.0,0.0
484,0.2373724797698692,0,0.0,0.0,0.0
485,0.2331776355194068,0,0.0,0.0,0.0
486,0.24904859120243938,0,0.0,0.0,0.0
487,0.23126963702477693,0,0.0,0.0,0.0
488,0.21981245461772891,0,0.0,0.0,0.0
489,0.24151326558515962,0,0.0,0.0,0.0
490,0.23991362429924945,0,0.0,0.0,0.0
491,0.24084423486874312,0,0.0,0.0,0.0
492,0.23111390802411275,0,0.0,0.0,0.0
493,0.23825201304630952,0,0.0,0.0,0.0
494,0.24705519066975848,0,0.0,0.0,0.0
495,0.2517194085627741,0,0.0,0.0,0.0
496,0.2684586225153901,0,0.0,0.0,0.0
497,0.26444840293086,0,0.0,0.0,0.0
498,0.26047725903149666,0,0.0,0.0,0.0
499,0.2483363598103055,0,0.0,0.0,0.0
500,0.2486883459066266,0,0.0,0.0,0.0
501,0.2681752047121988,0,0.0,0.0,0.0
502,0.26097133173876275,0,0.0,0.0,0.0
503,0.26700872462473874,0,0.0,0.0,0.0
504,0.2633747139413275,0,0.0,0.0,0.0
505,0.2728874993377651,0,0.0,0.0,0.0
506,0.25599073439641906,0,0.0,0.0,0.0
507,0.24900954700345473,0,0.0,0.0,0.0
508,0.26509735018874725,0,0.0,0.0,0.0
509,0.27004538736690453,0,0.0,0.0,0.0
510,0.2852934305261876,0,0.0,0.0,0.0
511,0.27667433502844063,0,0.0,0.0,0.0
512,0.2664261939240766,0,0.0,0.0,0.0
513,0.2791976824125104,0,0.0,0.0,0.0
514,0.2709507668193566,0,0.0,0.0,0.0
515,0.28017722758503427,0,0.0,0.0,0.0
516,0.25454083650576764,0,0.0,0.0,0.0
517,0.2572789658276503,0,0.0,0.0,0.0
518,0.2521782960471716,0,0.0,0.0,0.0
519,0.26581645690453615,0,0.0,0.0,0.0
520,0.26667656981222676,0,0.0,0.0,0.0
521,0.26731334842227594,0,0.0,0.0,0.0
522,0.268299462259847,0,0.0,0.0,0.0
523,0.2626186973281563,0,0.0,0.0,0.0
524,0.26147395014682245,0,0.0,0.0,0.0
525,0.26295850479281524,0,0.0,0.0,0.0
526,0.25930589168688667,0,0.0,0.0,0.0
527,0.27169979268752775,0,0.0,0.0,0.0
528,0.253377707301474,0,0.0,0.0,0.0
529,0.2568452164042698,0,0.0,0.0,0.0
530,0.26676432401722383,0,0.0,0.0,0.0
531,0.2430322852397529,0,0.0,0.0,0.0
532,0.2604607386039889,0,0.0,0.0,0.0
533,0.2518765878934487,0,0.0,0.0,0.0
534,0.23844372432679956,0,0.0,0.0,0.0
535,0.2455088802808439,0,0.0,0.0,0.0
536,0.2598120743075134,0,0.0,0.0,0.0
537,0.2622036980191349,0,0.0,0.0,0.0
538,0.2555796401592891,0,0.0,0.0,0.0
539,0.26075446682464154,0,0.0,0.0,0.0
540,0.2660623088580462,0,0.0,0.0,0.0
541,0.25190788323433644,0,0.0,0.0,0.0
542,0.2586149528324875,0,0.0,0.0,0.0
543,0.2628473869807118,0,0.0,0.0,0.0
544,0.2568452164042698,0,0.0,0.0,0.0
545,0.2598120743075134,0,0.0,0.0,0.0
546,0.2660381240567237,0,0.0,0.0,0.0
547,0.2540043993884549,0,0.0,0.0,0.0
548,0.27008769654108644,0,0.0,0.0,0.0
549,0.2660623088580462,0,0.0,0.0,0.0
550,0.2588846183799356,0,0.0,0.0,0.0
551,0.2601835341450198,0,0.0,0.0,0.0
552,0.2425925977929495,0,0.0,0.0,0.0
553,0.2581964091872241,0,0.0,0.0,0.0
554,0.26353154122685707,0,0.0,0.0,0.0
555,0.272503740556127,0,0.0,0.0,0.0
556,0.2722454327028,0,0.0,0.0,0.0
557,0.2674983647741995,0,0.0,0.0,0.0
558,0.27228712852725034,0,0.0,0.0,0.0
559,0.281054640807571,0,0.0,0.0,0.0
560,0.2865561717087317,0,0.0,0.0,0.0
561,0.28074229605725176,0,0.0,0.0,0.0
562,0.2828740572941848,0,0.0,0.0,0.0
563,0.26377354424525845,0,0.0,0.0,0.0
564,0.2829949652585997,0,0.0,0.0,0.0
565,0.27163365452505284,0,0.0,0.0,0.0
566,0.2837514747065555,0,0.0,0.0,0.0
567,0.2931315921577889,0,0.0,0.0,0.0
568,0.2726470301534569,0,0.0,0.0,0.0
